adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/h9YlRHAZWOWtGonllmj6JJg1FrE.jpg,"[28, 12, 16, 10751, 14]",588648,zh,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",262.002,/ggZGnJLzO3BTu7ysuuIzou3Oex5.jpg,2024-04-11,Dragonkeeper,False,7.46,136
False,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,"[18, 53]",974950,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",260.381,/7seqaCaaXDNUHOx4DqwpoOH8pPa.jpg,2024-08-21,Emilia Pérez,False,7.8,304
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",255.048,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.9,2767
False,/n3JeGELHa9V6k9mL81ItMxWLSS6.jpg,"[28, 53, 27]",1129598,en,Prey,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,252.455,/aOsPclgSiOqhndI2Xp2ksz2g9n6.jpg,2024-03-15,Prey,False,6.3,277
False,/vmzauGqSgx25rzavUbuN6c5Vdfc.jpg,"[16, 12, 35, 10751]",1059264,en,The Inseparables,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",251.686,/dmftU2Rnmv9KTteMUwjalOuZHke.jpg,2023-09-01,The Inseparables,False,6.5,35
False,/wh1IhMWkW7u5c5bkzSGFylF9G8r.jpg,"[28, 80, 53]",1215162,en,Kill 'em All 2,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",246.819,/hgA5hN3NjNNSTXYOmAI6KNKOzbp.jpg,2024-09-24,Kill 'em All 2,False,6.7,122
False,/kv9xVrxfLpudBLyYf1QvLCpUQuy.jpg,"[18, 36]",1182047,en,The Apprentice,"A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",244.41,/5icMlNq4rx6XJ9luWAR1Nr3M9rZ.jpg,2024-10-09,The Apprentice,False,7.0,228
False,/tQs7iqsL1szbLZlI99eXVRxDIYB.jpg,[27],1139095,en,Little Bites,"Mindy, a young widow and mother who tries to protect her daughter Alice from a flesh eating monster named Agyar. Mindy has been secretly sacrificing her own life by allowing the creature to feast on her body as she keeps Alice hidden away at her grandmother’s house.",241.074,/11WUy1jqjk2ZMj5UjvfmBAIYDvr.jpg,2024-10-04,Little Bites,False,6.38,25
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 53, 27]",1064028,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",234.325,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,Subservience,False,6.707,254
False,/1MzBCKjwDyQg2Cu8XJR8Ox59sWY.jpg,"[16, 18]",1244492,ja,ルックバック,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",234.11,/AgBNLcHFEXCRFZuKv0H8RWMxNAJ.jpg,2024-06-28,Look Back,False,8.012,126
False,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",233.851,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,Harry Potter and the Philosopher's Stone,False,7.9,27357
False,/9GzQ4bT6gdeq4fKMrzpJLwx40sI.jpg,"[878, 53, 27]",1042657,en,Latency,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it.",233.416,/oeSUxCFa0LFsExzTvuz2wjaObyU.jpg,2024-06-14,Latency,False,5.5,30
False,/okVLmXL5y18dfN2R4ufMZEGaeCd.jpg,"[28, 80, 53, 18]",1160018,hi,किल,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on himself in a death-defying kill-spree to save those around him — turning what should have been a typical commute into an adrenaline-fueled thrill ride.",232.749,/m2zXTuNPkywdYLyWlVyJZW2QOJH.jpg,2024-07-03,Kill,False,7.165,251
False,/8y9mgkTlaEUAtjrHr9akapFd6hQ.jpg,"[27, 9648, 36]",931944,de,Des Teufels Bad,"In 1750 Austria, a deeply religious woman named Agnes has just married her beloved, but her mind and heart soon grow heavy as her life becomes a long list of chores and expectations. Day after day, she is increasingly trapped in a murky and lonely path leading to evil thoughts, until the possibility of committing a shocking act of violence seems like the only way out of her inner prison.",229.798,/ycoXsJomPmPjtCfNweM0UWiTkPY.jpg,2024-03-08,The Devil's Bath,False,6.8,55
False,/pVUwUheFj5tLfzZg6EiFMasnMME.jpg,"[18, 10749]",1156593,es,Culpa tuya,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,226.642,/6kYDG8Imfhph2duBYZeYksHgx7L.jpg,2024-12-26,Culpa Tuya,False,0.0,0
False,/tqSg1hHiSWhHAhnjDhhevaFGsP0.jpg,"[28, 18]",1066262,en,The Convert,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",225.343,/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg,2024-03-14,The Convert,False,6.2,93
False,/66kNCeI5ApO0XAuyDqmdPIyQHkY.jpg,"[35, 28, 80]",877817,en,Wolfs,"Hired to cover up a high-profile crime, a fixer soon finds his night spiralling out of control when he's forced to work with an unexpected counterpart.",224.317,/vOX1Zng472PC2KnS0B9nRfM8aaZ.jpg,2024-09-20,Wolfs,False,6.6,718
False,/9juRmk8QjcsUcbrevVu5t8VZy5G.jpg,"[28, 12, 80, 53]",923667,cn,九龍城寨之圍城,"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",221.374,/h0tunBO4tMjvKVVG7fXqHgwOr5C.jpg,2024-04-23,Twilight of the Warriors: Walled In,False,6.6,215
False,/igtm12Wy9EUlxFeyb4v8bRyuYSY.jpg,"[28, 80, 18, 53]",1337309,th,Bangkok Breaking: ฝ่านรกเมืองเทวดา,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",221.285,/6VeDn4oIeUK4XwjWGWMb6qvMImQ.jpg,2024-09-26,Bangkok Breaking: Heaven and Hell,False,6.602,44
False,/64tinBsds1nVp4wOCgYhMbSgsRW.jpg,"[28, 18, 36]",1075676,ko,"전,란","In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",221.144,/hg9OeaCRSpazrfqYyEFr6BDaZW8.jpg,2024-10-02,Uprising,False,7.3,97
False,/FzntbxhtPGp5gVmie16ry3k7Ow.jpg,"[16, 35, 10751, 14]",567811,en,10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",219.543,/r2D7MkNocsqKOqGnnGEQThU26JS.jpg,2024-04-18,10 Lives,False,8.022,138
False,/2NPhBHfzhEmXl8csQ2dKmoxfj5e.jpg,"[80, 53, 28]",972614,en,Knox Goes Away,"A contract killer, after being diagnosed with a fast-moving form of dementia, is presented with the opportunity to redeem himself by saving the life of his estranged adult son. But to do so, he must race against the police closing in on him as well as the ticking clock of his own rapidly deteriorating mind.",218.894,/w39qKYjltCix18BwtoZ1e45usdb.jpg,2024-03-15,Knox Goes Away,False,6.7,221
False,/p9uplKCEPJq4xGJPJJV46KW1dsA.jpg,"[10749, 18, 35]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",213.857,/flSncTaSISRqrqoJ18ZBmThR4Ee.jpg,2024-10-10,We Live in Time,False,8.1,48
False,/hdFIdXwS8FSN2wIsuotjW1mshI0.jpg,"[16, 35, 12, 10751]",831815,en,Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",213.288,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,2024-10-18,Saving Bikini Bottom: The Sandy Cheeks Movie,False,6.6,33
False,/iURqo6oIwbeegIwWXx5qrBsDcPk.jpg,"[10751, 12, 14, 35]",826510,en,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",211.326,/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,2024-07-31,Harold and the Purple Crayon,False,7.0,193
False,/eFlx3fW8FHXOktGa7Tzy57RajtG.jpg,"[18, 10749]",1357459,tl,Tatsulok: Tatlo Magkasalo,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.",211.301,/zcmPxGIBxxsGVyYuzNWPCWjlQ8X.jpg,2024-10-11,Tatsulok: Tatlo Magkasalo,False,6.2,4
False,/AowNXLFNKWDRYBKHLsgTK0T7Bxf.jpg,"[28, 35, 80]",1210794,sv,Strul,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence.",208.281,/ildbg7ho14EHbt1fZWAkgqIyPqy.jpg,2024-10-02,Trouble,False,6.8,118
False,/vWHcppr5MXVh3ulbG3njM3aaCDx.jpg,"[27, 53]",1226578,en,Longlegs,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",207.756,/5aj8vVGFwGVbQQs26ywhg4Zxk2L.jpg,2024-05-31,Longlegs,False,6.7,1379
False,/Al127H6f1RXpESdg0MGNL2g8mzO.jpg,"[16, 35, 878]",1359227,en,LEGO Marvel Avengers: Mission Demolition,"A young, aspiring hero and superhero fan inadvertently unleashes a powerful new villain looking to rid the world of the Avengers.",205.421,/k3LGf9afqmUZiAJ9nffBinpOhOI.jpg,2024-10-17,LEGO Marvel Avengers: Mission Demolition,False,6.9,53
False,/A6KaZEXI9NJ1nwjmzTQDkiDTDWN.jpg,"[18, 27, 53]",1137205,en,Last Straw,"A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.",191.559,/hgpUvybRQzRK6UagoHNQRrO8sUg.jpg,2024-09-20,Last Straw,False,6.6,39
False,/c6nouvFYnmNO50WQDLcKMI3p0jA.jpg,"[12, 10751, 18]",762509,en,Mufasa: The Lion King,"Rafiki relays the legend of Mufasa to lion cub Kiara, daughter of Simba and Nala. Told in flashbacks, the story introduces Mufasa as an orphaned cub, lost and alone until he meets a sympathetic lion named Taka—the heir to a royal bloodline. The chance meeting sets in motion a journey of misfits searching for their destiny and working together to evade a threatening and deadly foe.",189.998,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,2024-12-18,Mufasa: The Lion King,False,0.0,0
False,/vGZHjvyAcmD1mHg5kLwITCgh74U.jpg,"[16, 18, 10749, 14]",916192,ja,夏へのトンネル、さよならの出口,"Urashima Tunnel – Once you enter that tunnel, you can get whatever you want, but at a price. Kaoru Tohno, who seems to have an elusive personality and traumatic past, and Anzu Hanashiro, who is struggling to reconcile her ideal image and true-to-heart attitude, team up to investigate the Urashima Tunnel and get what they want. This is an unforgettable summer story of nostalgia and sprinting in a remote countryside.",188.666,/5AGA6pbBKXZTI8k1c6odx30JuQR.jpg,2022-09-09,"The Tunnel to Summer, the Exit of Goodbyes",False,7.7,169
False,/9ewYb0LIBJNds8ZMoobKYUd647g.jpg,"[35, 18]",1120911,en,Saturday Night,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.",186.743,/oCf5O6uxooTvRwKVnLHwGqZUifq.jpg,2024-09-27,Saturday Night,False,7.037,67
False,/wFn1yJnuMOh8M3EonYchPH5XyjC.jpg,"[27, 35]",1308546,en,Carved,"On Halloween 1993, 2 years after a deadly nuclear spill, the staff of a historic pioneer village attraction must work together to survive the attack of a monstrous killer pumpkin set on revenge.",185.395,/9DKH4j80eR4qAcGDoShlUO7D0Is.jpg,2024-10-21,Carved,False,4.9,35
False,/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg,"[14, 16, 10751]",9479,en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",179.986,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,1993-10-09,The Nightmare Before Christmas,False,7.8,9493
False,/rijaG2Z2XEeIUfWUn4fzmzTVCuK.jpg,"[18, 9648, 53, 14, 37]",1069387,es,Pedro Páramo,"A man searches for his father, Pedro Páramo, in a town doomed by violence and the fury of a frustrated love.",178.746,/5yPy1HAPsH7pfEQFqBMhH3ZFBdX.jpg,2024-09-12,Pedro Páramo,False,6.5,35
False,/yHzyPJrVqlTySQ9mc379yxrLBYQ.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",177.414,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.7,21891
False,/rVqNV52GBNCNjh0RUktoLFP1l1L.jpg,"[27, 53]",1141182,en,Die Alone,"Lost in a world reclaimed by nature and overrun by mysterious creatures, Ethan, a young man with amnesia navigates the dangerous landscape in search of his lost love Emma.  His journey takes an unexpected turn when he encounters Mae, a hardened and eccentric survivor.  Together, Ethan and Mae face threats both human and otherwise before a fateful encounter with Kai unravels a secret that lies just beyond Ethan's fractured memory.",175.013,/jg5WvZPpGpnTrwKbLAihf33OVSL.jpg,2024-09-27,Die Alone,False,5.8,20
